"Date","Price","Open","High","Low","Vol.","Change %"
"05/05/2020","58.55","58.38","59.25","58.25","1.46M","1.49%"
"05/04/2020","57.69","56.59","57.70","56.40","1.70M","1.41%"
"05/01/2020","56.89","57.28","57.95","56.67","402.18K","-2.87%"
"04/30/2020","58.57","58.91","58.91","58.15","526.30K","-0.03%"
"04/29/2020","58.59","57.47","58.84","57.31","659.43K","4.12%"
"04/28/2020","56.27","57.89","57.92","56.20","649.76K","-1.61%"
"04/27/2020","57.19","57.45","57.52","56.97","405.43K","0.70%"
"04/24/2020","56.79","55.90","56.81","55.50","950.32K","1.92%"
"04/23/2020","55.72","56.17","56.70","55.62","837.23K","-0.57%"
"04/22/2020","56.04","55.19","56.31","55.09","1.05M","4.05%"
"04/21/2020","53.86","55.49","55.61","53.52","504.17K","-4.37%"
"04/20/2020","56.32","56.32","57.16","56.29","408.00K","-1.35%"
"04/17/2020","57.09","57.42","57.42","56.30","757.24K","1.15%"
"04/16/2020","56.44","56.38","56.62","55.62","440.16K","1.29%"
"04/15/2020","55.72","55.51","56.09","55.06","711.19K","-1.47%"
"04/14/2020","56.55","55.38","56.67","55.22","638.36K","4.16%"
"04/13/2020","54.29","53.77","54.29","53.13","629.84K","0.57%"
"04/09/2020","53.98","54.60","54.76","53.54","700.88K","0.07%"
"04/08/2020","53.94","53.10","54.06","52.71","801.66K","2.80%"
"04/07/2020","52.47","54.61","54.61","52.44","937.47K","-0.53%"
"04/06/2020","52.75","50.91","53.05","50.54","758.21K","8.05%"
